E_coli,Total_Coliforms,Enterococci,Turbidity,Residual_Chlorine,Nitrate,Disease_Risk
117,271,7,7.94,0.05,2.41,Diarrhea
424,6764,13,42.22,0.15,6.17,Cholera
1149,9072,13,28.37,0.15,5.52,Cholera
88,3511,9,58.49,0.1,17.99,HepatitisA
462,1286,12,17.72,0.11,14.81,Diarrhea
1979,6904,16,30.43,0.09,10.55,Cholera
724,7867,4,41.75,0.16,4.39,Cholera
87,579,24,2.26,0.69,25.56,Typhoid
1629,9542,7,8.55,0.09,16.4,Cholera
120,1127,12,5.81,0.46,9.45,Diarrhea
112,1112,45,6.59,0.72,20.95,Typhoid
58,1360,19,52.78,0.03,12.75,HepatitisA
591,1656,60,5.11,0.0,11.0,Dysentery
35,2748,17,32.9,0.07,19.86,HepatitisA
106,3653,44,5.21,0.62,20.44,Typhoid
178,4553,3,62.62,0.1,10.3,HepatitisA
32,2053,19,1.87,0.55,15.77,Typhoid
113,3138,48,5.27,0.42,17.88,Typhoid
488,1128,6,3.58,0.23,7.85,Diarrhea
1651,973,88,10.02,0.04,15.49,Dysentery
324,1659,8,12.74,0.11,12.55,Diarrhea
5,1203,13,65.94,0.18,19.98,HepatitisA
897,162,57,12.0,0.12,10.33,Dysentery
21,2293,36,3.62,0.65,22.83,Typhoid
86,3975,17,6.12,0.31,20.05,Typhoid
97,2066,22,34.37,0.08,10.91,HepatitisA
24,3238,8,20.3,0.02,12.8,HepatitisA
654,1764,79,9.23,0.01,5.91,Dysentery
444,995,1,19.24,0.25,5.44,Diarrhea
679,836,6,29.54,0.03,14.02,Cholera
1234,865,65,9.94,0.08,2.24,Dysentery
36,1329,20,6.85,0.46,12.13,Typhoid
74,3314,15,5.03,0.54,25.51,Typhoid
109,3923,13,5.22,0.28,21.35,Typhoid
146,1283,11,13.34,0.25,6.54,Diarrhea
109,2393,16,80.7,0.35,6.35,HepatitisA
1867,6092,10,28.36,0.04,1.28,Cholera
404,1397,10,8.24,0.42,12.67,Diarrhea
495,467,13,7.87,0.27,1.71,Diarrhea
120,3638,26,3.66,0.23,23.5,Typhoid
841,7318,5,30.14,0.16,18.19,Cholera
1097,4819,17,5.09,0.04,8.83,Cholera
1657,9951,5,36.39,0.06,1.54,Cholera
23,4089,49,3.81,0.26,16.45,Typhoid
360,1271,7,5.52,0.41,2.21,Diarrhea
1510,5839,16,22.29,0.16,13.57,Cholera
1238,567,98,7.84,0.29,10.66,Dysentery
112,3138,25,95.13,0.05,14.36,HepatitisA
1896,5237,17,7.21,0.15,19.33,Cholera
63,2867,27,82.77,0.24,13.72,HepatitisA
272,670,7,14.08,0.1,7.87,Diarrhea
1839,1106,94,6.34,0.03,13.89,Dysentery
280,1962,12,16.1,0.26,0.26,Diarrhea
43,1329,6,42.08,0.38,8.94,HepatitisA
43,1472,7,12.18,0.04,19.45,HepatitisA
80,951,21,16.94,0.38,12.46,HepatitisA
43,4552,38,8.3,0.48,26.1,Typhoid
1699,9035,12,30.03,0.17,2.14,Cholera
391,1016,13,12.07,0.08,13.22,Diarrhea
701,249,32,4.72,0.1,2.79,Dysentery
98,4549,36,3.45,0.37,29.57,Typhoid
192,3763,19,45.61,0.23,6.89,HepatitisA
214,1486,21,9.19,0.24,6.85,Dysentery
137,632,31,8.23,0.64,26.19,Typhoid
111,2761,15,87.34,0.22,16.84,HepatitisA
11,3755,38,5.24,0.34,28.03,Typhoid
117,2005,37,7.4,0.24,24.07,Typhoid
74,2414,6,13.24,0.35,2.93,HepatitisA
349,735,39,12.05,0.07,6.01,Dysentery
176,1902,8,24.16,0.49,19.79,HepatitisA
68,1824,17,50.11,0.15,0.53,HepatitisA
1673,4079,19,10.8,0.04,18.15,Cholera
139,2888,26,3.38,0.55,25.95,Typhoid
797,462,74,5.46,0.14,13.18,Dysentery
163,3151,14,55.13,0.01,8.81,HepatitisA
1842,1873,33,12.76,0.22,5.89,Dysentery
1929,503,65,6.32,0.06,16.19,Dysentery
1996,742,0,11.26,0.09,4.97,Cholera
919,1458,81,13.31,0.03,0.77,Dysentery
7,1319,16,23.64,0.15,6.34,HepatitisA
143,2097,29,2.2,0.29,15.16,Typhoid
13,2106,35,3.54,0.62,29.35,Typhoid
79,704,11,25.07,0.12,12.76,HepatitisA
146,741,49,6.7,0.38,12.03,Typhoid
722,552,67,7.74,0.21,1.49,Dysentery
301,1904,10,6.8,0.05,10.18,Diarrhea
300,363,10,6.26,0.37,7.88,Diarrhea
617,1358,95,5.68,0.13,9.53,Dysentery
188,1104,21,56.62,0.03,4.29,HepatitisA
387,7697,4,10.18,0.09,16.69,Cholera
1812,394,64,11.7,0.0,18.25,Dysentery
131,403,31,6.26,0.33,19.28,Typhoid
36,3056,48,1.59,0.64,15.72,Typhoid
1999,1963,43,9.88,0.27,0.64,Dysentery
159,3412,13,85.53,0.24,11.11,HepatitisA
1035,3275,5,49.42,0.05,12.35,Cholera
610,6494,4,38.04,0.09,2.15,Cholera
1515,564,13,46.35,0.1,7.84,Cholera
1719,1541,44,6.65,0.24,13.11,Dysentery
152,368,26,71.59,0.08,14.07,HepatitisA
106,2066,10,39.33,0.48,12.45,HepatitisA
100,1700,17,7.94,0.59,19.5,Typhoid
494,735,2,5.35,0.21,14.94,Diarrhea
1482,685,83,7.08,0.1,12.94,Dysentery
99,3793,26,8.25,0.41,24.67,Typhoid
1175,567,91,9.26,0.15,12.32,Dysentery
138,369,35,6.91,0.78,16.09,Typhoid
470,777,7,3.38,0.44,9.83,Diarrhea
1407,8787,1,36.61,0.11,10.9,Cholera
319,370,4,19.89,0.09,9.16,Diarrhea
723,4153,19,20.51,0.13,3.7,Cholera
29,4258,9,84.06,0.01,9.36,HepatitisA
956,852,90,8.65,0.2,11.71,Dysentery
40,4144,48,3.89,0.45,14.11,Typhoid
139,2512,11,6.13,0.68,28.53,Typhoid
43,1288,16,30.12,0.18,18.81,HepatitisA
186,923,10,6.68,0.33,9.07,Diarrhea
104,771,40,9.43,0.5,28.46,Typhoid
78,462,14,74.16,0.13,15.85,HepatitisA
12,1709,4,49.56,0.03,6.19,HepatitisA
131,3701,9,52.1,0.17,13.98,HepatitisA
39,399,18,44.82,0.02,19.15,HepatitisA
35,533,34,8.72,0.26,15.09,Typhoid
1187,1527,42,5.14,0.23,6.62,Dysentery
112,2964,10,9.34,0.37,10.73,Typhoid
348,1955,7,7.08,0.4,12.92,Diarrhea
73,3224,25,5.34,0.36,22.51,Typhoid
145,491,61,14.61,0.18,5.3,Dysentery
148,3977,36,5.09,0.5,18.93,Typhoid
232,488,78,6.24,0.12,11.38,Dysentery
1461,5513,19,38.38,0.1,19.78,Cholera
673,3857,3,38.44,0.18,2.46,Cholera
984,1284,35,7.77,0.19,17.83,Dysentery
1053,680,68,13.22,0.26,5.21,Dysentery
3,4196,6,70.62,0.38,0.57,HepatitisA
67,2519,21,53.23,0.19,11.46,HepatitisA
1650,856,32,11.51,0.21,12.26,Dysentery
351,1590,53,13.44,0.26,19.47,Dysentery
436,1661,0,18.11,0.13,6.54,Diarrhea
1505,807,68,8.38,0.14,18.77,Dysentery
78,4544,11,68.83,0.19,18.38,HepatitisA
1524,2973,18,47.29,0.08,0.54,Cholera
1813,9128,3,14.95,0.03,15.86,Cholera
47,549,41,4.89,0.78,24.03,Typhoid
134,2271,19,3.41,0.78,20.98,Typhoid
74,938,20,2.1,0.37,24.5,Typhoid
44,861,36,7.99,0.5,19.22,Typhoid
63,1529,13,5.65,0.26,24.53,Typhoid
1312,8340,3,34.65,0.14,17.14,Cholera
133,743,4,4.6,0.09,14.56,Diarrhea
332,693,1,14.96,0.22,11.37,Diarrhea
514,906,98,12.36,0.05,4.91,Dysentery
430,1774,2,11.76,0.17,10.2,Diarrhea
61,3464,17,63.85,0.09,8.09,HepatitisA
747,391,54,5.7,0.22,1.65,Dysentery
87,1177,22,6.77,0.5,26.14,Typhoid
1483,1255,28,10.37,0.07,1.19,Dysentery
1575,4394,10,23.09,0.12,4.18,Cholera
186,1701,5,16.36,0.4,5.79,Diarrhea
134,4494,19,1.95,0.52,15.68,Typhoid
1362,5417,9,45.44,0.03,15.56,Cholera
192,415,11,94.76,0.41,19.85,HepatitisA
129,2853,41,1.08,0.69,20.51,Typhoid
165,1042,13,60.82,0.45,16.19,HepatitisA
211,827,4,17.07,0.41,0.49,Diarrhea
32,2969,30,8.94,0.49,21.5,Typhoid
1360,4369,8,11.88,0.1,1.01,Cholera
50,1202,28,5.08,0.49,27.45,Typhoid
188,3328,27,96.19,0.4,8.17,HepatitisA
31,2969,48,6.81,0.23,17.07,Typhoid
34,2352,16,7.67,0.59,19.26,Typhoid
100,1273,10,27.46,0.06,19.24,HepatitisA
131,656,0,18.81,0.48,7.29,Diarrhea
48,2661,8,99.14,0.1,0.88,HepatitisA
139,977,32,3.25,0.75,21.6,Typhoid
208,1681,5,17.86,0.16,1.7,Diarrhea
82,732,18,9.33,0.26,10.22,Typhoid
232,1152,3,6.39,0.12,0.84,Cholera
1451,518,20,7.04,0.27,11.35,Dysentery
827,956,63,8.49,0.03,3.54,Dysentery
807,1157,13,25.02,0.12,11.24,Cholera
1657,1425,74,14.93,0.02,14.9,Dysentery
10,3845,46,1.21,0.7,12.25,Typhoid
1781,1667,49,10.8,0.08,19.83,Dysentery
81,310,8,50.65,0.32,6.49,HepatitisA
66,2889,29,76.07,0.32,8.17,HepatitisA
1066,246,90,8.82,0.08,9.73,Dysentery
1926,452,26,10.33,0.23,5.93,Dysentery
400,1973,3,15.8,0.18,1.84,Diarrhea
129,4299,16,63.39,0.16,6.74,HepatitisA
127,412,8,3.38,0.09,8.87,Diarrhea
949,1417,26,7.44,0.21,19.07,Dysentery
72,554,45,9.27,0.65,13.23,Typhoid
19,1331,32,9.01,0.77,16.49,Typhoid
358,189,83,10.71,0.21,13.27,Dysentery
160,2449,26,81.26,0.37,1.43,HepatitisA
11,2362,45,1.1,0.36,17.58,Typhoid
455,1254,1,10.45,0.28,1.61,Diarrhea
126,1501,0,32.68,0.18,11.84,HepatitisA
85,1917,13,9.66,0.74,21.77,Typhoid
364,1307,80,6.31,0.07,11.1,Dysentery
5,4091,17,51.49,0.42,12.14,HepatitisA
127,2339,18,1.51,0.62,22.6,Typhoid
72,4911,19,4.7,0.49,10.83,Typhoid
79,1097,38,9.39,0.37,21.23,Typhoid
1730,1963,90,11.7,0.01,0.47,Dysentery
122,4323,32,2.64,0.23,12.09,Typhoid
1786,5809,12,15.17,0.02,2.12,Cholera
1234,4953,12,17.76,0.12,5.71,Cholera
138,530,46,2.08,0.4,21.0,Typhoid
51,651,11,7.61,0.46,26.79,Typhoid
51,2745,0,38.0,0.35,3.64,HepatitisA
1722,1242,54,9.6,0.03,15.79,Dysentery
507,1709,62,3.15,0.02,14.95,Dysentery
75,256,33,6.73,0.48,18.38,Typhoid
93,369,22,1.64,0.55,18.6,Typhoid
121,1834,11,56.73,0.17,3.97,HepatitisA
243,1617,5,9.71,0.11,4.49,Diarrhea
84,3279,14,30.83,0.06,16.12,HepatitisA
4,4584,17,73.26,0.29,19.56,HepatitisA
283,8840,14,7.75,0.13,6.21,Cholera
1055,1386,29,2.38,0.11,8.65,Dysentery
80,1300,1,17.16,0.32,0.63,Diarrhea
552,5682,18,31.51,0.19,17.83,Cholera
31,2389,34,9.17,0.28,15.98,Typhoid
673,7995,0,20.64,0.16,6.67,Cholera
109,1056,32,1.06,0.37,21.39,Typhoid
1942,580,82,7.39,0.15,17.25,Dysentery
855,720,4,27.3,0.12,19.84,Cholera
24,2476,41,8.66,0.43,28.08,Typhoid
1761,8046,13,6.68,0.01,11.54,Cholera
1660,1919,80,4.61,0.02,2.6,Dysentery
157,319,0,16.94,0.2,8.2,HepatitisA
532,872,51,8.45,0.22,14.71,Dysentery
1440,4356,11,25.52,0.12,17.41,Cholera
68,497,24,20.53,0.33,17.04,HepatitisA
1827,9734,18,16.01,0.07,17.09,Cholera
191,6613,0,36.76,0.1,13.93,Cholera
1499,5469,8,36.69,0.15,18.45,Cholera
297,3669,3,29.53,0.07,8.57,Cholera
286,1512,8,3.87,0.18,4.35,Diarrhea
449,3109,17,21.1,0.01,19.12,Cholera
149,2814,11,80.99,0.38,11.8,HepatitisA
378,1627,35,9.27,0.08,19.27,Dysentery
1950,1299,8,19.35,0.16,16.2,Cholera
412,1828,4,13.86,0.04,14.87,Diarrhea
54,2408,21,68.17,0.31,9.88,HepatitisA
429,8731,18,27.94,0.03,3.68,Cholera
40,4033,13,44.18,0.09,2.76,HepatitisA
863,956,85,2.23,0.13,1.82,Dysentery
1608,307,37,14.05,0.24,16.63,Dysentery
310,1050,39,13.56,0.28,15.09,Dysentery
19,2626,41,6.47,0.59,24.57,Typhoid
340,184,3,18.75,0.05,2.32,Diarrhea
105,1407,17,71.99,0.02,10.09,HepatitisA
63,733,21,82.54,0.41,0.72,HepatitisA
182,4583,22,66.05,0.23,0.14,HepatitisA
1087,694,89,10.48,0.18,12.19,Dysentery
595,1500,81,5.49,0.05,14.44,Dysentery
727,7488,8,49.18,0.13,1.88,Cholera
376,1955,14,6.08,0.43,10.3,Diarrhea
171,1021,5,19.34,0.38,10.44,Diarrhea
910,5064,4,32.44,0.01,0.89,Cholera
111,3523,14,40.18,0.05,13.39,HepatitisA
1003,1460,63,3.98,0.02,4.12,Dysentery
429,119,12,9.88,0.4,14.43,Diarrhea
1174,1504,95,8.96,0.23,10.34,Dysentery
1233,940,60,9.4,0.15,9.32,Dysentery
218,1394,2,17.38,0.19,0.38,Diarrhea
194,1647,6,16.46,0.08,9.9,Diarrhea
1661,1748,65,6.9,0.21,18.81,Dysentery
900,508,68,11.79,0.24,9.23,Dysentery
239,536,87,6.98,0.26,14.96,Dysentery
1300,1656,72,11.58,0.12,3.67,Dysentery
217,1223,8,13.08,0.03,14.77,Diarrhea
1447,1734,61,4.66,0.11,3.32,Dysentery
198,4712,2,86.38,0.31,4.5,HepatitisA
672,623,30,6.99,0.28,13.71,Dysentery
82,2357,34,7.15,0.78,23.86,Typhoid
151,1739,8,17.4,0.17,12.07,Diarrhea
40,3469,35,1.45,0.31,19.13,Typhoid
1058,652,37,8.06,0.05,6.88,Dysentery
71,4780,8,26.13,0.15,12.18,HepatitisA
140,4089,18,88.29,0.31,1.79,HepatitisA
159,1441,14,4.82,0.49,11.04,Diarrhea
837,7127,4,17.34,0.11,19.97,Cholera
225,389,32,11.91,0.22,13.75,Dysentery
1179,6279,7,16.22,0.03,0.04,Cholera
1676,2371,1,45.71,0.04,6.24,Cholera
6,2482,3,70.97,0.23,4.71,HepatitisA
162,568,10,60.37,0.19,11.85,HepatitisA
345,1020,9,36.84,0.18,19.29,Cholera
87,504,15,5.02,0.38,15.57,Typhoid
34,3786,29,59.29,0.27,16.63,HepatitisA
258,790,2,5.22,0.14,5.88,Diarrhea
79,1547,40,1.66,0.76,29.47,Typhoid
504,521,68,3.69,0.11,10.14,Dysentery
39,2299,49,7.44,0.2,22.52,Typhoid
1551,517,86,3.07,0.16,5.78,Dysentery
423,1660,63,6.21,0.14,6.66,Dysentery
33,3254,24,45.97,0.35,18.43,HepatitisA
96,3630,41,6.53,0.56,15.88,Typhoid
827,6749,4,23.9,0.18,15.13,Cholera
85,619,10,23.93,0.25,6.74,HepatitisA
150,226,50,5.73,0.14,9.39,Dysentery
944,1047,76,7.35,0.21,11.99,Dysentery
79,1754,17,7.02,0.74,26.48,Typhoid
144,1704,37,9.31,0.23,27.75,Typhoid
771,6888,18,26.73,0.05,9.07,Cholera
1324,5769,1,24.95,0.18,6.52,Cholera
150,1063,12,3.11,0.0,6.01,Diarrhea
272,680,14,13.56,0.05,12.63,Diarrhea
1277,6873,8,40.55,0.08,15.62,Cholera
81,2274,27,12.78,0.15,5.88,HepatitisA
972,593,69,8.55,0.22,8.65,Dysentery
325,1330,87,8.8,0.02,0.04,Dysentery
180,732,14,18.35,0.3,10.59,Diarrhea
46,2179,16,6.12,0.23,26.56,Typhoid
189,1557,23,54.06,0.17,5.41,HepatitisA
410,753,2,13.49,0.16,10.12,Diarrhea
77,1429,12,9.33,0.28,16.3,Typhoid
17,2906,6,32.92,0.19,18.73,HepatitisA
0,3896,17,28.3,0.18,9.79,HepatitisA
299,1803,14,7.95,0.24,6.05,Diarrhea
300,201,4,14.52,0.43,4.31,Diarrhea
1867,531,38,11.13,0.26,15.74,Dysentery
185,2826,21,62.61,0.04,14.58,HepatitisA
1995,8062,13,25.31,0.05,3.27,Cholera
150,4989,28,11.38,0.47,7.33,HepatitisA
45,3131,35,4.63,0.47,27.1,Typhoid
109,2117,22,9.1,0.6,28.64,Typhoid
1784,5395,7,40.99,0.18,7.85,Cholera
34,1838,9,20.72,0.47,19.73,HepatitisA
1569,511,85,12.19,0.14,5.25,Dysentery
1993,1245,73,8.2,0.16,7.41,Dysentery
1044,1287,14,21.76,0.17,3.37,Cholera
1565,6400,12,12.63,0.09,0.29,Cholera
224,1036,13,46.41,0.0,7.89,Cholera
81,3384,37,3.64,0.27,22.8,Typhoid
418,701,3,17.8,0.4,5.54,Diarrhea
275,873,4,3.7,0.28,8.3,Diarrhea
152,611,4,13.93,0.34,8.0,Diarrhea
35,385,23,1.43,0.78,19.74,Typhoid
1638,2813,12,12.96,0.02,4.81,Cholera
1537,948,3,32.75,0.09,13.76,Cholera
862,1317,61,3.98,0.2,11.94,Dysentery
26,3684,48,2.14,0.58,13.63,Typhoid
268,668,12,19.48,0.26,14.97,Diarrhea
36,3295,24,7.61,0.39,26.13,Typhoid
84,4079,26,2.6,0.73,13.28,Typhoid
232,1500,3,13.15,0.4,14.85,Diarrhea
96,2350,12,60.6,0.37,13.69,HepatitisA
975,1378,92,5.05,0.23,8.92,Dysentery
1973,1626,75,3.88,0.06,6.82,Dysentery
1921,945,84,2.91,0.18,6.31,Dysentery
1381,1343,25,2.15,0.14,18.22,Dysentery
43,3741,2,54.05,0.18,7.54,HepatitisA
494,1649,14,13.02,0.25,6.67,Diarrhea
209,1173,13,9.7,0.35,1.55,Diarrhea
162,1357,21,70.72,0.24,17.36,HepatitisA
96,389,10,18.56,0.3,7.25,Diarrhea
31,3343,41,5.32,0.76,23.06,Typhoid
1000,6018,18,33.55,0.06,14.05,Cholera
1178,9886,8,43.15,0.12,12.42,Cholera
1258,4996,19,29.38,0.05,18.23,Cholera
220,333,7,5.97,0.45,1.02,Diarrhea
140,1302,14,18.68,0.26,2.69,Diarrhea
134,3221,38,7.15,0.42,18.92,Typhoid
943,4732,6,8.27,0.15,9.33,Cholera
283,4110,11,18.97,0.08,9.74,Cholera
442,1918,13,13.99,0.19,11.99,Diarrhea
1901,974,46,3.78,0.22,19.58,Dysentery
1681,2715,19,15.66,0.14,7.49,Cholera
1856,1165,30,12.4,0.28,17.96,Dysentery
138,3653,17,8.91,0.73,16.95,Typhoid
276,1535,1,8.43,0.04,17.96,Cholera
1649,5556,18,28.75,0.05,9.29,Cholera
350,671,85,5.35,0.24,0.22,Dysentery
2,220,8,41.62,0.13,16.58,HepatitisA
1782,382,45,4.69,0.21,6.62,Dysentery
121,1751,19,3.37,0.67,23.22,Typhoid
1551,1404,87,10.48,0.04,11.01,Dysentery
193,1738,25,48.46,0.48,2.01,HepatitisA
65,3418,18,6.67,0.46,23.93,Typhoid
123,604,14,13.86,0.22,1.92,Diarrhea
918,1778,23,10.05,0.23,15.32,Dysentery
107,2410,12,36.24,0.46,17.27,HepatitisA
475,916,3,11.9,0.49,0.15,Diarrhea
1468,6593,17,42.35,0.19,3.52,Cholera
194,1985,7,7.74,0.09,14.32,Diarrhea
1345,107,36,3.21,0.09,4.94,Dysentery
74,4862,47,9.23,0.23,16.46,Typhoid
1483,1146,66,7.35,0.24,10.25,Dysentery
199,389,5,15.81,0.46,6.0,Diarrhea
1808,2020,19,20.75,0.13,19.43,Cholera
181,4006,17,96.38,0.25,14.39,HepatitisA
148,1135,27,34.94,0.01,4.39,HepatitisA
1300,8877,14,48.0,0.1,17.43,Cholera
1231,1494,17,21.39,0.05,5.89,Cholera
1058,2742,18,9.77,0.1,10.21,Cholera
465,1301,18,33.0,0.03,16.11,Cholera
805,9663,16,17.83,0.1,7.35,Cholera
517,4968,4,35.28,0.12,5.53,Cholera
354,6341,2,10.88,0.15,5.35,Cholera
172,1796,35,6.95,0.0,1.74,Dysentery
35,1252,14,8.01,0.72,19.24,Typhoid
73,2990,32,5.02,0.37,20.52,Typhoid
40,345,22,33.27,0.31,10.47,HepatitisA
146,356,14,16.04,0.22,2.3,Diarrhea
576,951,73,11.69,0.07,14.91,Dysentery
1643,1915,94,11.3,0.01,11.57,Dysentery
110,3481,23,76.75,0.16,17.6,HepatitisA
320,1052,22,12.19,0.02,19.87,Dysentery
89,984,40,4.79,0.53,11.87,Typhoid
34,2760,27,3.74,0.23,16.27,Typhoid
202,2634,16,15.66,0.03,14.01,Cholera
1430,2116,6,33.45,0.11,0.69,Cholera
1398,2432,10,42.08,0.17,1.06,Cholera
92,3895,15,6.55,0.69,19.79,Typhoid
13,2458,26,74.56,0.45,10.85,HepatitisA
319,230,0,9.12,0.22,7.53,Diarrhea
43,2785,23,4.3,0.47,17.84,Typhoid
40,4717,18,61.58,0.22,10.31,HepatitisA
1484,2031,3,37.45,0.02,8.87,Cholera
989,1262,38,3.64,0.09,18.85,Dysentery
135,1112,5,15.77,0.32,9.76,Diarrhea
70,3518,10,62.15,0.46,13.38,HepatitisA
365,8575,2,24.6,0.09,9.96,Cholera
146,3756,10,7.19,0.3,11.55,Typhoid
124,322,6,10.41,0.34,3.76,Diarrhea
965,1551,70,7.44,0.05,15.88,Dysentery
1640,889,1,6.12,0.08,0.38,Cholera
163,3056,9,58.15,0.22,15.4,HepatitisA
362,1898,25,8.36,0.03,7.24,Dysentery
467,1452,12,5.78,0.07,10.94,Diarrhea
68,516,17,1.85,0.6,27.56,Typhoid
1685,8427,2,49.36,0.09,17.99,Cholera
93,2935,7,19.53,0.02,16.59,HepatitisA
51,4276,6,62.16,0.23,12.13,HepatitisA
1851,7803,15,10.03,0.15,4.09,Cholera
365,283,11,6.58,0.36,6.08,Diarrhea
196,1732,16,66.09,0.1,2.2,HepatitisA
432,1863,5,11.54,0.09,12.98,Diarrhea
464,329,7,7.52,0.37,6.37,Diarrhea
1327,962,73,9.36,0.19,19.54,Dysentery
4,2116,8,26.57,0.35,13.5,HepatitisA
1952,707,46,9.8,0.25,10.75,Dysentery
508,899,74,6.38,0.14,9.4,Dysentery
188,485,7,27.21,0.07,7.74,HepatitisA
107,3014,29,7.83,0.5,24.36,Typhoid
200,1249,5,19.87,0.47,1.98,Diarrhea
199,701,12,19.61,0.17,2.69,Diarrhea
99,4230,21,7.09,0.26,17.03,Typhoid
1932,1321,23,13.03,0.04,17.41,Dysentery
668,9930,16,35.79,0.03,19.87,Cholera
115,848,29,68.32,0.13,14.49,HepatitisA
54,2653,33,5.21,0.68,19.75,Typhoid
453,351,2,5.64,0.15,3.55,Diarrhea
130,1363,9,3.03,0.26,3.21,Diarrhea
89,2040,49,2.35,0.64,26.72,Typhoid
1536,1547,46,2.7,0.24,1.6,Dysentery
1970,734,25,2.05,0.27,11.11,Dysentery
71,668,15,16.03,0.18,11.98,HepatitisA
10,4998,16,14.62,0.37,17.22,HepatitisA
1506,1876,40,12.8,0.1,16.72,Dysentery
1423,4080,8,17.99,0.19,16.65,Cholera
414,561,14,14.45,0.0,14.83,Diarrhea
192,8766,0,39.59,0.18,6.7,Cholera
1937,3292,16,39.54,0.07,0.05,Cholera
174,1061,6,10.11,0.28,13.03,Diarrhea
1436,437,60,4.81,0.03,13.11,Dysentery
531,3724,2,44.78,0.19,0.59,Cholera
1568,1284,21,7.79,0.24,13.86,Dysentery
159,1527,10,88.66,0.44,1.2,HepatitisA
59,4534,12,4.05,0.34,17.88,Typhoid
164,1457,29,4.06,0.02,14.43,Dysentery
73,1648,1,12.44,0.36,13.43,Diarrhea
548,167,22,5.98,0.25,7.82,Dysentery
1219,8202,0,10.41,0.15,0.23,Cholera
161,3745,5,86.93,0.32,10.81,HepatitisA
71,659,7,50.79,0.1,12.27,HepatitisA
27,1721,38,1.37,0.72,12.96,Typhoid
1081,9177,13,22.42,0.04,16.28,Cholera
376,494,0,16.28,0.3,6.61,Diarrhea
186,3039,10,71.08,0.22,11.65,HepatitisA
1219,1785,38,9.08,0.19,9.54,Dysentery
615,837,32,12.26,0.15,16.11,Dysentery
187,3821,2,26.47,0.12,16.22,HepatitisA
1668,1822,69,9.87,0.26,4.79,Dysentery
622,2428,18,23.56,0.18,14.51,Cholera
100,399,21,69.47,0.19,15.3,HepatitisA
1864,935,3,23.74,0.19,15.25,Cholera
25,3475,3,71.31,0.04,12.38,HepatitisA
88,1455,6,57.97,0.13,0.09,HepatitisA
219,420,7,3.82,0.09,7.1,Diarrhea
1728,1852,52,6.08,0.28,15.91,Dysentery
10,3951,36,4.34,0.65,22.65,Typhoid
142,3782,6,52.65,0.12,11.25,HepatitisA
1363,1959,90,14.59,0.03,17.14,Dysentery
1111,4477,10,34.07,0.17,9.55,Cholera
38,1750,24,4.2,0.39,26.75,Typhoid
898,1133,25,13.83,0.15,18.78,Dysentery
597,9154,3,19.47,0.09,17.57,Cholera
29,4831,31,6.54,0.6,19.31,Typhoid
328,1170,10,17.15,0.21,12.44,Diarrhea
1474,6310,0,29.63,0.13,16.69,Cholera
129,2944,45,8.47,0.65,14.83,Typhoid
1455,580,39,13.36,0.18,9.63,Dysentery
98,1832,2,7.97,0.29,3.85,Diarrhea
111,1058,42,4.55,0.56,24.22,Typhoid
1260,1997,79,13.32,0.04,1.82,Dysentery
273,1839,2,6.17,0.41,5.65,Diarrhea
1906,1927,62,10.68,0.11,3.76,Dysentery
1455,1105,21,3.31,0.01,6.16,Dysentery
15,4107,20,85.65,0.19,3.36,HepatitisA
1734,3147,1,41.27,0.13,9.01,Cholera
55,3407,26,7.74,0.36,12.45,Typhoid
140,284,0,11.85,0.41,3.13,Diarrhea
58,3284,27,8.06,0.74,28.23,Typhoid
807,2169,5,14.86,0.04,11.53,Cholera
1768,5770,10,43.56,0.14,9.37,Cholera
1480,1145,41,7.13,0.09,7.22,Dysentery
440,1247,8,7.14,0.39,1.42,Diarrhea
342,1159,8,3.73,0.24,10.55,Diarrhea
725,8430,19,30.41,0.14,10.56,Cholera
1593,1320,53,2.18,0.08,12.42,Dysentery
1402,6324,15,46.88,0.14,15.25,Cholera
1583,2245,6,48.41,0.17,17.01,Cholera
102,263,4,16.47,0.13,9.47,Diarrhea
110,2903,11,44.25,0.14,11.93,Cholera
21,1835,4,22.18,0.12,19.33,HepatitisA
104,4240,42,1.37,0.3,11.85,Typhoid
1885,5326,10,16.7,0.12,3.37,Cholera
353,749,1,12.05,0.35,7.96,Diarrhea
1213,9979,1,49.28,0.05,6.04,Cholera
97,423,19,29.66,0.33,16.83,HepatitisA
1904,2824,6,35.94,0.03,12.52,Cholera
1371,600,77,13.26,0.17,16.31,Dysentery
1825,983,58,8.68,0.09,1.55,Dysentery
632,576,71,13.37,0.2,17.11,Dysentery
78,467,10,7.31,0.72,10.7,Typhoid
318,1853,8,19.72,0.42,9.45,Diarrhea
65,2983,46,3.98,0.26,21.04,Typhoid
335,1251,0,18.26,0.44,2.13,Diarrhea
115,1964,49,3.6,0.77,21.22,Typhoid
112,4483,31,9.91,0.36,11.26,Typhoid
139,1236,4,17.06,0.03,5.62,Diarrhea
106,4909,14,6.11,0.5,26.43,Typhoid
1500,1896,22,7.96,0.27,18.19,Dysentery
258,637,3,15.35,0.09,13.22,Diarrhea
1776,397,91,7.67,0.05,8.45,Dysentery
20,4762,33,5.07,0.45,22.9,Typhoid
1485,763,24,6.42,0.26,13.92,Dysentery
134,4796,19,48.93,0.23,2.99,HepatitisA
